Gender,Birth and Death Dates,Name means,Popularity index,Area of expertise,Celebration or Feast Day,Role,Good/Evil Rating,Pantheon,Related Gods,Type,Alternative names,Associated with,url,Area or people,Pronunciation,Name,In charge of 
Male,,,3050,Wind,Unknown at present,unspecified,"NOT OKAY, be careful",Australian Aboriginal pantheon,"{'Waang', 'Bunjil'}",God,['unspecified'],,https://www.godchecker.com/australian-aboriginal-mythology/BELLIN-BELLIN/,"Kulin nation, Wurundjeri peoples of Victoria",Coming soon,Bellin-Bellin,Wind
Female,,,2590,Hunting,Unknown at present,unspecified,"NEUTRAL, may not care",Navajo pantheon,set(),Goddess,['unspecified'],,https://www.godchecker.com/navajo-mythology/HASTSEOLTOI/,Navajo (aka Diné) people,Coming soon,Hastseoltoi,Hunting
Male,,,1893,,Unknown at present,Unknown at present,Unknown at present,Norse pantheon,"{'Odin', 'Sága'}",legendary place,"['Sokkvabekk', 'Sökkvabekkr', 'Søkkvabekk']",,https://www.godchecker.com/norse-mythology/SOKKVABEKK/,,Coming soon,Sökkvabekk,
Female,???-287,,704,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,{'Justa'},Saint,['Ruffina'],,https://www.godchecker.com/christian-mythology/SAINT-RUFINA/,,Coming soon,Rufina,
Male,,,1622,"Tar, Oil Tar, Pitch, Black Goo, Marmite, Bitumen",Unknown at present,unspecified,"NEUTRAL, may not care",Native American pantheon,{'Coyote'},God,['unspecified'],,https://www.godchecker.com/native-american-mythology/SANOPI/,Wyandot (aka Huron or Wendat) people,Coming soon,Sanopi,"Tar, Pitch and Black Goo"
Male,,,2971,Nature,Unknown at present,unspecified,Unknown at present,Slavic pantheon,set(),Spirit,"['Leschi', 'Leshey', 'Leshi', 'Lesnik', 'Lesovik', 'Lesovy', 'Леший']",,https://www.godchecker.com/slavic-mythology/LESHY/,,Coming soon,Leshy,Nature
Male,,,7389,War,Unknown at present,unspecified,Unknown at present,Norse pantheon,"{'Garm', 'Tiw', 'Hel', 'Fenrir', 'Nuada', 'Ragnarok', 'Odin'}",God,['Týr'],,https://www.godchecker.com/norse-mythology/TYR/,,Coming soon,Tyr,War
Female,,,3489,Childbirth,Unknown at present,unspecified,Unknown at present,Siberian pantheon,set(),Goddess,"['Aisyt', 'Ajyhyt', 'Aysyt']",,https://www.godchecker.com/siberian-mythology/AJYSYT/,"Yakut, a Turkic people of Siberia",Coming soon,Ajysyt,Birth
Male,,,3433,"Sky, Skies",Unknown at present,unspecified,Unknown at present,Egyptian pantheon,"{'Ogdoad', 'Hauhet'}",God,"['Hah', 'Hu', 'Huh']",,https://www.godchecker.com/egyptian-mythology/HEH/,,Coming soon,Heh,the Sky
Male,,,2217,Hero,Unknown at present,unspecified,Unknown at present,South American pantheon,"{'Makunaima', 'Noah'}",God,['Sigo'],,https://www.godchecker.com/south-american-mythology/SIGU/,Akawaio (Acawai) people of Orinoco river,Coming soon,Sigu,Heroics
Male,1567-1661,,714,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['Francis Of Sales'],,https://www.godchecker.com/christian-mythology/SAINT-FRANCIS-DE-SALES/,,Coming soon,Francis de Sales,
Male and female,,,7743,"Disease, Sickness, Illness",Unknown at present,unspecified,"NEUTRAL, may not care",Aztec pantheon,"{'Tonatiuh', 'Tecciztecatl'}",God/dess,"['Nana', 'Nanahuatl', 'Nanahuatzin', 'Nanauatzin']",,https://www.godchecker.com/aztec-mythology/NANAUTZIN/,,Coming soon,Nanautzin,Disease & Sickness
Male,,,3542,Good Fortune,Unknown at present,unspecified,Unknown at present,Chinese pantheon,"{'Orion', 'Feng Shui', 'Sì Xiàng', 'Shouxing', 'Fuxing', 'Luxing'}",Gods,"['San Xing', 'San-Hsing', 'Three Immortals']",,https://www.godchecker.com/chinese-mythology/SANXING/,,Sarn Sheeng,Sanxing,Good Luck
Female,,,1958,Rain,Unknown at present,🌧️,"NEUTRAL, may not care",Greek pantheon,"{'Nymphs', 'Atlas'}",Spirits,['unspecified'],,https://www.godchecker.com/greek-mythology/HYADES/,,Coming soon,Hyades,Rain
Female,,,3302,War,Unknown at present,unspecified,Unknown at present,Egyptian pantheon,"{'Set', 'El', 'Baal', 'Anath'}",Goddess,['unspecified'],,https://www.godchecker.com/egyptian-mythology/ANAT/,,Coming soon,Anat,War
Male,,,3774,,Unknown at present,Unknown at present,Unknown at present,Slavic pantheon,set(),God,"['Vodianoy', 'Vodnik', 'Vodyanoy']",,https://www.godchecker.com/slavic-mythology/VODYANOI/,,Coming soon,Vodyanoi,
Male,,,44274,Storms,Unknown at present,unspecified,"GOOD, quite approachable",Yoruba pantheon,"{'Ogun', 'Oya', 'Orishas'}",God,"['Chango', 'Xango']",,https://www.godchecker.com/yoruba-mythology/SHANGO/,Yoruba people of Nigeria and Benin,Coming soon,Shango,Storms
Male,,,3480,Crossroads,Unknown at present,unspecified,"NEUTRAL, may not care",Japanese pantheon,"{'Ame-no-Uzume', 'Ninigi-no-Mikoto', 'Kunitsu-Kami'}",God,"['Sarutahiko-No-Kami', 'Sarutahiko-Ohkami', 'Sarutahiko-Okami']",,https://www.godchecker.com/japanese-mythology/SARUTAHIKO/,,Coming soon,Sarutahiko,Crossroads
Male,1569-1639,,719,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['unspecified'],,https://www.godchecker.com/christian-mythology/SAINT-MARTIN-DE-PORRES/,,Coming soon,Martin de Porres,
Female,,,3718,Nature,Unknown at present,unspecified,Unknown at present,Finnish pantheon,"{'Tuulikki', 'Tapio', 'Nyyrikki'}",Goddess,['Melikki'],,https://www.godchecker.com/finnish-mythology/MIELIKKI/,,Coming soon,Mielikki,Nature
Female,,,1026,,Unknown at present,Unknown at present,"NEUTRAL, may not care",Hindu pantheon,"{'Rudras', 'Rudra'}",Goddesses,['unspecified'],,https://www.godchecker.com/hindu-mythology/RUDRANIS/,,Coming soon,Rudranis,
Male,,,2199,Creation,Unknown at present,unspecified,Unknown at present,Maya pantheon,{'Hachakyum'},God,['unspecified'],,https://www.godchecker.com/maya-mythology/AC-YANTO/,,Coming soon,Ac Yanto,Creating
Male,,,2886,Thunder,Unknown at present,unspecified,Unknown at present,Sámi pantheon,{'Thor'},God,['unspecified'],,https://www.godchecker.com/sami-mythology/TIERMES/,Sámi (aka Saami) people of Sápmi (formerly known as Lapland),Coming soon,Tiermes,Thunder
Female,???-???,,776,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['Juthwara'],,https://www.godchecker.com/christian-mythology/SAINT-JUTHWARE/,,Coming soon,Juthware,
Female,,,6423,Evil,Unknown at present,unspecified,Unknown at present,South American pantheon,"{'Bochica', 'Chibchacum', 'Huitaca'}",Goddess,['Chía'],,https://www.godchecker.com/south-american-mythology/CHIA/,Muisca (Chibcha) people of Colombia,Coming soon,Chia,Evil
Male,???-450,,766,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,"['Apostle Of The Scots', 'Palladius The Deacon']",,https://www.godchecker.com/christian-mythology/SAINT-PALLADIUS/,,Coming soon,Palladius,
Female,,,6166,Cats,Unknown at present,🐈,"NEUTRAL, may not care",Egyptian pantheon,{'Bast'},Goddess,['unspecified'],,https://www.godchecker.com/egyptian-mythology/BASTET/,,Coming soon,Bastet,Cats
Male,,,3753,Renewal,Unknown at present,unspecified,Unknown at present,Zoroastrian pantheon,"{'Jesus', 'Ahura Mazda', 'Ahriman'}",God,"['Saohyant', 'Saoš́iiaṇt̰']",,https://www.godchecker.com/zoroastrian-mythology/SAOSHYANT/,Persia,Coming soon,Saoshyant,Renewal
Male,,,2125,,Unknown at present,Unknown at present,"NEUTRAL, may not care",Inca pantheon,{'Pacariqtambo'},God,['unspecified'],,https://www.godchecker.com/inca-mythology/ATAGUCHU/,,Coming soon,Ataguchu,
Female,,,5348,Mother,Unknown at present,unspecified,Unknown at present,Canaanite pantheon,"{'El', 'Yahweh'}",Goddess,"['Atherat', 'Athirat', 'Elat']",,https://www.godchecker.com/canaanite-mythology/ASHERAH/,"Canaan, Phoenicia",Coming soon,Asherah,Motherhood
Female,,,2746,,Unknown at present,Unknown at present,"NEUTRAL, may not care",Irish pantheon,set(),Goddess,"['Aíbell', 'Aoibheall']",,https://www.godchecker.com/irish-mythology/AIBELL/,,Coming soon,Aibell,
Female,,,2829,Earth,Unknown at present,unspecified,"OKAY, not bad",Irish pantheon,{'Lugh'},Goddess,"['Taillte', 'Tailte', 'Tailtu']",,https://www.godchecker.com/irish-mythology/TAILTIU/,,Coming soon,Tailtiu,the Earth
Female,,,2951,Prophecy,Unknown at present,unspecified,Unknown at present,Mesopotamian pantheon,set(),Goddess,"['Mammetu', 'Mammitu']",,https://www.godchecker.com/mesopotamian-mythology/MAMITU/,Akkadia,Coming soon,Mamitu,Prophecy and Fortune-telling
Male,344-407,,657,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['unspecified'],,https://www.godchecker.com/christian-mythology/SAINT-JOHN-CHRYSOSTOM/,,Coming soon,John Chrysostom,
Female,,,3939,"Sea, Seas, Ocean, Oceans",Unknown at present,unspecified,Unknown at present,Norse pantheon,"{'Bylgja', 'Járnsaxa', 'Ran', 'Dröfn', 'Aegir'}",Goddess,['Billow Maidens'],,https://www.godchecker.com/norse-mythology/WAVE-MAIDENS/,,Coming soon,Wave Maidens,the Ocean
Male,,,1977,Water,Unknown at present,unspecified,Unknown at present,Iroquois pantheon,{'Hinu'},God,"['Gunnodayak', 'Gunnodoyah']",,https://www.godchecker.com/iroquois-mythology/GUNNODOYAK/,Iroquois aka Haudenosaunee,Coming soon,Gunnodoyak,Water
Male and female,,,3342,Good Fortune,Unknown at present,unspecified,"NEUTRAL, may not care",Japanese pantheon,"{'Jurojin', 'Daikoku', 'Ebisu', 'Bishamon', 'Fukurokuju', 'Benzaiten', 'Hotei'}",Deities,"['Seven-Gods-Of-Luck', 'Shichi-Fukujin', 'Shichifukujin']",,https://www.godchecker.com/japanese-mythology/SHICHI-FUKUJIN/,,Coming soon,Shichi Fukujin,Good Luck
Male,,,2261,,Unknown at present,Unknown at present,Unknown at present,Hittite pantheon,{'Inara'},fabulous creature,['Illuyanka'],,https://www.godchecker.com/hittite-mythology/ILLUYANKAS/,Hittite,Coming soon,Illuyankas,
Female,,,4531,Moon,Unknown at present,🌝,"NEUTRAL, may not care",Greek pantheon,"{'Titans', 'Helios', 'Hyperion', 'Eos', 'Thea'}",Goddess,['unspecified'],Moon,https://www.godchecker.com/greek-mythology/SELENE/,,Coming soon,Selene,the Moon
Male,,,2328,Sun,Unknown at present,🌞,"GOOD, quite approachable",Hindu pantheon,"{'Kasyapa', 'Aditi', 'Sâvitrî', 'Dyaus', 'Brahma', 'Aruṇa'}",God,['unspecified'],,https://www.godchecker.com/hindu-mythology/SURYA/,,Coming soon,Surya,the Sun
Male,,,1789,Sun,Unknown at present,🌞,"NEUTRAL, may not care",Egyptian pantheon,set(),God,"['Mer-Wer', 'Mnewer', 'Nem-Wer']",,https://www.godchecker.com/egyptian-mythology/MNEVIS/,,Coming soon,Mnevis,the Sun
Female,,,1678,Earthquakes,Unknown at present,unspecified,"NEUTRAL, may not care",Japanese pantheon,{'Nai-no-Kami'},Goddess,['unspecified'],,https://www.godchecker.com/japanese-mythology/NAMAZU/,,Coming soon,Namazu,Earthquakes
Male,,,1392,Snakes,Unknown at present,🐍,Unknown at present,South American pantheon,{'Page Abe'},God,['unspecified'],,https://www.godchecker.com/south-american-mythology/PAMURI-MAHSE/,Tucano (Tukano) people of the upper Amazon,Coming soon,Pamuri Mahse,Snakes
Female,,,3486,Tobacco,Unknown at present,unspecified,Unknown at present,Native American pantheon,set(),Goddess,"['Pte-San Win-Yan', 'Ptesan-Wi', 'White Buffalo Calf Woman', 'White Buffalo Woman', 'White She-Buffalo']",,https://www.godchecker.com/native-american-mythology/WHITE-BUFFALO-CALF-WOMAN/,Lakota tribe of the Sioux people of Dakota,Coming soon,White Buffalo Calf Woman,Tobacco
Male,480-547,,909,,July 11th,Unknown at present,Unknown at present,Christian pantheon,{'Scholastica'},Saint,"['Benedict-Of-Nursia', 'Benedict-The-Great']",,https://www.godchecker.com/christian-mythology/SAINT-BENEDICT/,,Coming soon,Benedict,
Female,1807-1833,,769,,July 26th,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['Bartholomea-Capitanio'],,https://www.godchecker.com/christian-mythology/SAINT-BARTHOLOMEA-CAPITANJO/,,Coming soon,Bartholomea Capitanjo,
Female,630-679,,960,,June 23rd,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,"['Aethelthryth', 'Audrey', 'Awdrey', 'Æðelþryð', 'Æthelthryth', 'Ethelreda']",,https://www.godchecker.com/christian-mythology/SAINT-ETHELDREDA/,,Coming soon,Etheldreda,
Male,,,5026,Transformation,Unknown at present,unspecified,Unknown at present,Native American pantheon,{'Tihtipihin'},God,"['Kivati', 'Kwatyat', 'Xelas']",,https://www.godchecker.com/native-american-mythology/KWATEE/,"Northwest, Nootka, Puget, Quinalt",Coming soon,Kwatee,Transformation
Male and female,,,3578,,Unknown at present,Unknown at present,"GOOD, quite approachable",African pantheon,{'Mawu-Lisa'},Spirit,['Da Zodji'],,https://www.godchecker.com/african-mythology/DA/,Fon people of Benin and Togo,Coming soon,Da,
Male,,,3504,,Unknown at present,Unknown at present,"NEUTRAL, may not care",Greek pantheon,"{'Titans', 'Uranus', 'Asteria', 'Gaia', 'Leto', 'Phoebe', 'Lelantus'}",God,"['Coeus', 'Koios']",,https://www.godchecker.com/greek-mythology/COEUS/,,Coming soon,Coeus,
Male,???-664,,829,,October 26th,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['unspecified'],,https://www.godchecker.com/christian-mythology/SAINT-CEDD/,,Coming soon,Cedd,
Female,,,4508,Earth,Unknown at present,unspecified,Unknown at present,Native American pantheon,{'Manabozho'},Goddess,['Nokomos'],,https://www.godchecker.com/native-american-mythology/NOKOMIS/,Algonquin and Ojibwe people of the Anishinaabe group,Coming soon,Nokomis,the Earth
Male,,,3347,Unknown,Unknown at present,unspecified,"NEUTRAL, may not care",Brittonic pantheon,set(),God,['Anociticus'],,https://www.godchecker.com/brittonic-mythology/ANTENOCITICUS/,"Newcastle, Northen England",Coming soon,Antenociticus,Unknown
Male,,,1912,"Judgment, Judgement",Unknown at present,unspecified,Unknown at present,Micronesian pantheon,set(),God,['Gora Dai Leng'],,https://www.godchecker.com/micronesian-mythology/GORA-DAILENG/,Caroline Islands in Micronesia,Coming soon,Gora-Daileng,Judging
Male,,,2221,Plants,Unknown at present,unspecified,"GOOD, quite approachable",Australian Aboriginal pantheon,"{'Kidili', 'Dreamtime', 'Kurukadi'}",God,"['Wadi Gudjara', 'Wadi-Gudara', 'Wati-Kutjarra']",,https://www.godchecker.com/australian-aboriginal-mythology/WATI-KUTJARA/,,Coming soon,Wati-kutjara,Plants and Vegetation
Male,,,4479,Creation,Unknown at present,unspecified,"NEUTRAL, may not care",Siberian pantheon,{'Erlik'},God,['Yryn-Al-Tojon'],,https://www.godchecker.com/siberian-mythology/ULGAN/,Siberia,Coming soon,Ulgan,Creating
Male,525-565,,712,,Unknown at present,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['Samson Of Brittany'],,https://www.godchecker.com/christian-mythology/SAINT-SAMSON-OF-DOL/,,Coming soon,Samson of Dol,
Male,,,2426,Death,Unknown at present,unspecified,"NOT OKAY, be careful",African pantheon,set(),God,['unspecified'],,https://www.godchecker.com/african-mythology/LE-EYO/,Maasai people of East Africa,Coming soon,Le-eyo,Death
Female,,,6497,"Psychopomp, Ferryman, Death",Unknown at present,unspecified,Unknown at present,Norse pantheon,{'Valkyries'},Spirit,['unspecified'],,https://www.godchecker.com/norse-mythology/KARA/,,Coming soon,Kara,Escorting Souls
Female,,,2568,,Unknown at present,Unknown at present,Unknown at present,Irish pantheon,set(),Goddess,['unspecified'],,https://www.godchecker.com/irish-mythology/DOMNU/,,Coming soon,Domnu,
Male,,,2046,Marriage,Unknown at present,unspecified,"NEUTRAL, may not care",Japanese pantheon,set(),God,['unspecified'],,https://www.godchecker.com/japanese-mythology/GEKKA-O/,,Coming soon,Gekka-O,Marriage
Male,,,1688,,Unknown at present,Unknown at present,Unknown at present,Irish pantheon,set(),God,['unspecified'],,https://www.godchecker.com/irish-mythology/AILILL-ANGLONNACH/,,Coming soon,Ailill Ánglonnach,
Female,,,9182,Hearth,Unknown at present,unspecified,"GOOD, quite approachable",Aztec pantheon,"{'Tonacatecuhtli', 'Cuaxolotl'}",Goddess,['Cantico'],,https://www.godchecker.com/aztec-mythology/CHANTICO/,,Coming soon,Chantico,the Hearth
Male,,,4046,,Unknown at present,Unknown at present,Unknown at present,Greek pantheon,"{'Styx', 'Chiron', 'Thetis'}",legendary mortal,['unspecified'],,https://www.godchecker.com/greek-mythology/ACHILLES/,,Coming soon,Achilles,
Male,,,5817,Water,Unknown at present,unspecified,"NEUTRAL, may not care",Chinese pantheon,"{'Zhurong', 'Nu Gua'}",Demon,"['Gong Gong', 'Kung-Kung']",,https://www.godchecker.com/chinese-mythology/GONGGONG/,,Gorng Gorng,Gonggong,Water
Male,,,2346,,Unknown at present,Unknown at present,Unknown at present,Fijian pantheon,set(),fabulous creature,['unspecified'],,https://www.godchecker.com/fijian-mythology/NGANI-VATU/,Fiji in Melanesia,Coming soon,Ngani-Vatu,
Male,,,3909,War,Unknown at present,unspecified,"NEUTRAL, may not care",Thai pantheon,{'Phra Athit'},God,"['Phra Angkhan', 'พระอังคาร']",,https://www.godchecker.com/thai-mythology/PHRA-ANGKARN/,Thailand,Coming soon,Phra Angkarn,War
Male,,,6240,Lightning,Unknown at present,🌩️,"OKAY, not bad",Yoruba pantheon,{'Shango'},God,['unspecified'],,https://www.godchecker.com/yoruba-mythology/JAKUTA/,Yoruba people of Nigeria and Benin,Coming soon,Jakuta,Lightning
Female,,,31014,"Many things, lots of stuff",Unknown at present,unspecified,"GREAT, really beneficial",Yoruba pantheon,"{'Yemaya', 'Orishas', 'Shango'}",Goddess,"['Oyá', 'Oya-Iyansan']",,https://www.godchecker.com/yoruba-mythology/OYA/,Yoruba people of Nigeria and Benin,Coming soon,Oya,Many Things
Male,,,4691,Creation,Unknown at present,unspecified,Unknown at present,Maya pantheon,set(),God,"['Hun-Nal', 'Hun-Nal-Ye', 'Juun Ixiim', 'Tonsured Maize God']",,https://www.godchecker.com/maya-mythology/HUN-IXIM/,,Coming soon,Hun-Ixim,Creating
Female,,,1200,,Unknown at present,Unknown at present,Unknown at present,Irish pantheon,set(),legendary mortal,['unspecified'],,https://www.godchecker.com/irish-mythology/DUBH-LACHA/,,Coming soon,Dubh Lacha,
Female,,,2047,Fertility,Unknown at present,unspecified,"OKAY, not bad",Australian Aboriginal pantheon,"{'Djanggawul', 'Yurlungur'}",Goddesses,"['Wawalak', 'Wawalug']",,https://www.godchecker.com/australian-aboriginal-mythology/WAWALAG/,Arnhem Land in North Australia,Coming soon,Wawalag,Fertility
Male,,,3592,Wrongdoing,Unknown at present,unspecified,"BAD, best avoided",Australian Aboriginal pantheon,"{'Dreamtime', 'Njirana'}",God,['unspecified'],,https://www.godchecker.com/australian-aboriginal-mythology/JULANA/,Jumu tribe of Western Australia,Coming soon,Julana,Wrongdoing and bad deeds
Male,360-433,,1071,,August 13th,Unknown at present,Unknown at present,Christian pantheon,set(),Saint,['Cassius'],,https://www.godchecker.com/christian-mythology/SAINT-CASSIAN-OF-IMOLA/,,Coming soon,Cassian of Imola,
Male,,,4705,Creation,Unknown at present,unspecified,"NEUTRAL, may not care",Norse pantheon,"{'Niflheim', 'Odin', 'Bor', 'Auðumla'}",God,['Búri'],,https://www.godchecker.com/norse-mythology/BURI/,,Coming soon,Buri,Creating
Male,,,2150,Wisdom,Unknown at present,unspecified,"NEUTRAL, may not care",Hindu pantheon,"{'Daksha', 'Pulastya', 'Gautama (2)', 'Atri', 'Bhrigu', 'Vasishtha', 'Kratu', 'Pulaha', 'Rishis', 'Angiras'}",Gods,['Sapta-Rishis'],Ursa Major (Big Dipper),https://www.godchecker.com/hindu-mythology/SAPTARISHIS/,,Coming soon,Saptarishis,Wisdom
Male,,,3171,Beauty,Unknown at present,unspecified,Unknown at present,Chinese pantheon,{'Xi Shi'},God,"[""H'suan Wen Hua"", 'Hsuan Wen-Hua', 'Xuan-Wenhua']",,https://www.godchecker.com/chinese-mythology/XUAN-WEN-HUA/,,Shoo-arn Wun Hoo-ar,Xuan Wen-hua,Beauty
